all_transcript_id	FTA-10	FTA-11	FTA-12	FTA-13	FTA-14	FTA-15	FTA-16	FTA-17	FTA-18	FTA-19	FTA-1	FTA-20	FTA-23	FTA-24	FTA-2	FTA-3	FTA-4	FTA-5	FTA-6	FTA-9	FTC-10	FTC-11	FTC-12	FTC-13	FTC-14	FTC-15	FTC-16	FTC-17	FTC-18	FTC-19	FTC-1	FTC-20	FTC-21	FTC-22	FTC-2	FTC-3	FTC-4	FTC-5	FTC-6	FTC-7	FTC-8
hsa-miR-1236-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1236-5p	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-1237-3p	1	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	1	2	0	0	0	0	0	0	1	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1237-5p	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-1238-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-1238-5p	0	1	0	0	2	0	1	0	0	1	5	1	2	1	1	0	0	3	1	1	3	0	0	1	0	1	1	0	0	1	0	0	1	1	2	0	1	6	0	1	0
hsa-miR-1243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-124-3p	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-1244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	22	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-1245a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1245b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1245b-5p	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-124-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1246	116	68	128	98	393	126	328	45	161	82	75	52	55	84	65	11	18	19	60	17	44	41	41	72	53	37	64	89	71	71	79	54	80	56	821	102	71	15	82	129	284
hsa-miR-1247-3p	0	0	0	1	1	0	0	0	0	1	2	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-1247-5p	3	5	5	2	1	3	4	0	4	1	7	0	2	0	2	3	8	1	3	1	0	0	1	0	0	0	1	1	0	0	1	0	1	0	2	7	1	3	0	0	0
hsa-miR-1248	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1249-3p	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
hsa-miR-1249-5p	1	2	3	0	3	1	1	2	1	2	0	0	0	0	0	0	2	0	1	1	0	1	1	1	1	0	0	0	1	0	0	0	0	1	1	2	0	2	2	0	2
hsa-miR-1250-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1250-5p	0	0	2	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	2	1	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-1251-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1251-5p	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1252-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1252-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1253	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1255a	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	1	0	1	1	0	1	1	1	1	1	0	2	0	0	1	1	0
hsa-miR-1255b-2-3p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-1255b-5p	4	36	5	31	77	9	19	3	12	14	13	3	3	5	0	2	1	3	10	17	19	5	1	4	18	6	2	4	2	7	3	19	6	1	7	15	7	1	5	54	34
hsa-miR-1256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1257	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-1258	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-125a-3p	2	7	5	1	9	3	6	3	2	4	4	1	0	1	5	2	3	0	3	3	3	1	5	2	0	4	1	1	0	0	2	0	0	0	2	2	0	6	0	4	1
hsa-miR-125a-5p	1488	3707	3156	431	2513	615	1530	535	1508	841	2551	613	658	820	1205	1122	2309	1109	1743	994	1551	649	889	1248	1249	1510	760	822	668	902	1058	781	997	683	1815	2004	1255	2061	877	1073	753
hsa-miR-125b-1-3p	1	5	1	0	0	0	4	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
hsa-miR-125b-2-3p	4	4	5	2	5	2	4	0	6	1	4	1	1	2	1	2	8	3	4	6	1	0	0	2	0	0	3	3	2	3	1	0	3	2	9	8	3	7	0	2	2
hsa-miR-125b-5p	317	1127	995	275	841	169	391	206	407	327	980	235	311	368	310	237	699	631	579	243	398	189	237	347	469	420	368	332	283	385	399	194	435	296	946	795	461	526	214	560	258
hsa-miR-1260a	7	3	7	1	8	1	5	1	3	4	11	2	0	1	5	7	11	4	6	9	4	7	3	0	3	6	2	2	2	1	2	2	5	2	2	5	1	10	2	1	3
hsa-miR-1260b	5	5	6	1	10	0	10	2	6	1	9	2	0	2	6	10	4	2	4	8	7	6	3	0	2	6	0	1	2	0	1	2	2	1	3	6	3	9	0	1	2
hsa-miR-1261	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	2	0	0	0	2	0	2	1	0	0	0	0	0	0	0	1	0
hsa-miR-1262	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	2	0	0	2	0	0	1	0	0	1	1	0	1	0	1	1	0	0	0	1	0	0	0
hsa-miR-1263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-126-3p	15855	41929	43784	5079	30199	9236	25673	5247	18190	8578	29843	7986	8868	11781	19425	16833	42224	12451	21769	14560	21945	6789	10328	12823	34851	32491	8938	10751	14741	10717	13882	12871	12509	8867	18100	14592	18794	22339	7346	17254	17201
hsa-miR-1264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1265	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-126-5p	1539	5149	4163	816	3396	984	2792	527	1595	771	4362	616	745	899	1761	1293	3370	953	1605	1293	2710	1137	909	1321	4787	4051	657	819	2692	775	1204	1085	904	731	1268	1114	1294	3350	810	1708	2122
hsa-miR-1266-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-1266-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
hsa-miR-1267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1268a	2	1	4	2	6	1	6	1	2	1	2	1	1	1	2	0	2	1	2	4	4	5	1	4	3	0	0	1	2	0	3	1	1	1	1	1	4	1	1	3	2
hsa-miR-1268b	4	1	5	5	9	1	4	1	5	2	2	1	2	2	2	0	2	1	4	1	7	4	2	5	4	2	1	1	0	2	2	1	1	2	3	0	3	2	0	2	4
hsa-miR-1269a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-1269b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1270	0	13	2	10	12	1	3	0	1	3	1	0	0	1	0	1	1	0	4	0	2	0	0	0	2	0	0	1	1	0	1	1	2	1	3	3	0	1	1	9	7
hsa-miR-1271-3p	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1271-5p	0	1	0	0	1	0	1	0	0	1	1	0	0	0	3	2	1	0	0	0	1	0	0	1	1	2	0	0	1	0	0	0	0	0	1	0	0	3	0	0	0
hsa-miR-1272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1273c	2	1	0	1	0	0	0	0	1	1	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	1	3	0	0	1	0	2	0	0	0	1	0	0	3	0
hsa-miR-1273h-3p	1	3	6	0	4	0	1	0	2	2	4	1	1	1	0	1	2	1	1	2	3	3	0	2	4	8	1	1	1	1	1	2	1	3	3	0	3	3	0	1	1
hsa-miR-1273h-5p	7	9	9	2	8	1	5	2	11	1	8	8	6	5	1	0	7	6	6	2	0	2	6	5	6	0	3	7	7	8	8	5	8	7	11	1	5	4	3	9	11
hsa-miR-127-3p	8	13	9	7	19	4	6	5	12	2	20	1	4	4	10	2	15	5	11	3	51	24	2	6	162	58	3	7	29	10	5	8	5	2	9	16	9	9	4	27	2
hsa-miR-1275	8	9	10	2	17	4	10	0	1	6	4	5	5	5	4	0	2	2	2	3	16	2	5	2	4	2	4	5	62	5	4	5	6	3	1	4	9	0	1	6	15
hsa-miR-127-5p	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	3	0	0	3	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-1276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1277-3p	0	3	0	0	3	0	3	0	1	0	3	0	0	1	2	0	3	0	0	0	0	0	2	1	1	3	0	0	0	0	0	0	0	1	0	0	0	3	0	4	0
hsa-miR-1277-5p	3	11	9	6	9	4	12	4	2	3	13	0	1	2	14	3	42	6	5	3	25	2	0	5	71	74	3	2	8	1	2	7	4	0	3	4	0	9	19	3	7
hsa-miR-1278	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1281	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1
hsa-miR-128-1-5p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
hsa-miR-1282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-128-2-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
hsa-miR-1283	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	2	0	0	0	2	3	0	2	0	0	1	4	0	0	0	0	0	0
hsa-miR-128-3p	39	312	109	138	280	67	161	25	111	52	159	26	30	58	30	58	144	67	140	54	156	61	24	52	362	298	39	51	84	46	47	106	45	29	69	83	48	83	42	131	119
hsa-miR-1284	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1
hsa-miR-1285-3p	3	2	0	4	2	4	6	0	0	0	0	0	1	0	1	0	2	0	2	2	0	1	2	0	0	0	0	1	0	0	1	0	0	0	1	0	0	4	0	4	2
hsa-miR-1285-5p	5	7	6	2	14	4	12	1	4	0	4	4	2	3	5	4	14	3	8	1	1	1	0	0	3	3	4	6	4	1	5	0	5	0	16	8	3	6	3	6	4
hsa-miR-1286	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1287-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-1287-5p	1	7	0	1	6	2	4	1	2	2	4	2	1	3	0	2	2	2	1	0	5	0	0	0	2	4	1	3	5	3	2	1	3	3	3	1	2	3	6	6	0
hsa-miR-1288-3p	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1288-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1289	2	3	1	2	3	1	0	0	3	0	5	0	0	0	1	2	1	1	4	2	1	0	0	1	1	3	0	0	0	0	0	1	0	0	6	0	0	1	0	0	0
hsa-miR-1290	41	31	60	37	177	58	139	22	71	37	31	19	27	38	36	13	19	18	38	12	26	23	10	32	28	18	31	37	32	34	29	20	37	23	162	36	26	9	31	56	132
hsa-miR-1291	1	0	0	0	0	1	2	0	3	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-129-1-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-129-2-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-1292-3p	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
hsa-miR-1292-5p	0	6	1	4	6	0	3	2	0	1	2	2	1	4	0	0	3	2	3	0	1	0	1	0	2	1	2	2	1	2	2	1	3	1	0	0	1	0	0	4	0
hsa-miR-1293	0	0	2	0	4	0	2	0	2	1	3	1	1	2	1	0	0	0	0	0	4	6	1	2	0	1	1	1	2	1	2	0	1	2	5	3	2	0	0	0	1
hsa-miR-1294	2	18	5	28	36	2	22	6	13	5	10	6	4	6	3	4	1	7	10	8	14	8	1	2	10	4	3	5	6	6	3	14	5	2	5	2	3	2	2	45	34
hsa-miR-1295a	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1295b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1295b-5p	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-129-5p	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	2	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-1296-3p	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1296-5p	1	5	3	2	5	1	3	1	2	1	6	1	0	0	0	1	2	0	0	0	1	0	1	1	3	2	0	2	0	0	1	1	0	0	2	0	1	5	0	4	1
hsa-miR-1297	1	23	18	12	10	2	9	4	3	6	4	1	1	1	3	0	0	5	5	2	5	3	0	1	7	2	0	0	2	2	1	9	0	0	3	4	0	2	13	36	8
hsa-miR-1298-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1298-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1299	0	1	1	5	0	0	4	0	1	2	1	0	1	0	0	0	0	0	2	2	2	4	1	0	10	0	0	2	1	1	0	3	1	0	0	0	1	2	0	3	4
hsa-miR-1301-3p	9	6	5	6	9	1	4	0	7	5	9	3	1	3	3	9	12	3	4	2	24	7	0	2	24	17	2	6	4	4	2	4	3	2	7	6	4	5	3	1	1
hsa-miR-1301-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1302	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-1303	0	3	2	1	7	1	12	1	1	2	4	2	1	1	1	4	1	1	3	0	0	1	2	0	1	0	1	2	1	1	4	3	1	1	2	2	3	1	1	0	0
hsa-miR-1304-3p	1	2	1	4	5	1	3	0	1	1	5	1	0	0	3	1	3	1	0	1	3	0	1	0	3	12	1	3	3	1	0	3	4	0	4	2	1	3	1	3	1
hsa-miR-1304-5p	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0
hsa-miR-1305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1306-3p	0	8	2	9	9	4	1	0	1	2	3	1	0	1	4	1	3	1	3	0	1	2	1	1	3	2	1	0	1	1	1	4	1	0	2	1	1	1	0	7	4
hsa-miR-1306-5p	5	17	13	18	23	3	14	1	8	4	12	3	3	6	6	3	11	5	18	1	14	2	8	8	25	18	5	5	3	6	2	7	5	4	3	5	2	8	2	2	4
hsa-miR-1307-3p	21	90	67	65	95	20	55	19	51	33	55	18	16	21	30	24	69	25	37	35	179	84	31	35	180	196	17	47	52	18	26	45	25	16	43	42	30	40	20	39	58
hsa-miR-1307-5p	6	7	2	7	24	8	17	4	9	4	17	2	4	3	10	5	13	2	3	1	7	2	1	7	12	17	2	5	29	3	1	5	0	3	0	4	7	5	1	3	3
hsa-miR-130a-3p	12	56	15	40	39	16	74	5	20	18	43	5	11	11	20	13	25	10	10	5	30	7	2	6	102	81	9	14	26	9	12	18	8	6	5	7	13	34	6	25	25
hsa-miR-130a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
hsa-miR-130b-3p	4	21	1	11	18	5	18	1	5	12	17	3	2	4	3	0	4	1	8	7	7	6	7	5	30	21	3	3	8	3	2	15	2	3	19	8	4	13	2	8	7
hsa-miR-130b-5p	4	6	0	1	9	0	6	0	6	3	4	1	1	3	1	3	9	2	0	0	7	0	2	1	6	6	1	4	1	2	0	6	2	1	5	3	1	4	4	1	2
hsa-miR-1321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
hsa-miR-1323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-132-3p	9	14	8	10	38	10	25	5	10	3	8	2	3	7	16	15	30	9	4	6	7	2	4	4	3	3	5	8	3	6	7	4	7	1	19	9	4	23	1	4	7
hsa-miR-1324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-132-5p	0	2	2	1	3	2	2	0	1	1	0	0	0	0	0	1	1	0	0	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	1
hsa-miR-133a-3p	2	4	0	4	5	2	11	4	0	0	5	2	2	4	0	2	2	3	9	2	18	2	4	2	8	17	4	5	10	3	2	0	4	2	1	0	3	7	4	0	0
hsa-miR-133a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-133b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
hsa-miR-1343-3p	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
hsa-miR-1343-5p	0	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-134-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-134-5p	5	7	8	6	8	0	1	2	4	2	6	1	0	1	11	3	7	0	4	5	47	8	4	3	142	54	0	12	7	0	2	8	0	1	2	6	2	4	4	5	5
hsa-miR-135a-2-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-135a-3p	0	1	3	1	0	0	1	0	0	0	0	38	34	45	0	1	0	24	0	0	1	0	0	0	0	0	42	39	41	39	31	0	40	38	3	0	48	1	0	0	0
hsa-miR-135a-5p	4	6	4	0	7	0	2	0	3	0	3	0	0	0	2	1	8	0	5	6	13	2	0	0	2	0	0	0	0	0	0	0	0	0	2	4	2	6	1	2	15
hsa-miR-135b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-135b-5p	0	1	0	0	1	0	1	0	0	1	1	0	0	0	1	1	4	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0
hsa-miR-136-3p	2	1	1	0	1	1	0	0	2	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	1	4	0	2	8	0	1	0	0	0	1	0	1	1	0	0	0
hsa-miR-136-5p	0	0	0	0	0	0	1	0	0	0	3	0	2	4	2	0	3	3	0	1	0	2	0	0	2	1	4	2	4	2	2	0	3	2	0	0	1	2	0	1	1
hsa-miR-137-3p	0	0	0	0	0	0	0	0	0	14	2	1	1	1	0	0	0	0	2	3	0	0	0	0	0	0	1	1	0	1	1	0	1	1	0	0	1	0	1	0	0
hsa-miR-137-5p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-138-1-3p	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-138-2-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-138-5p	1	0	0	0	2	0	0	0	0	0	1	0	0	2	3	0	1	2	0	0	0	0	0	0	0	0	1	0	1	2	0	0	2	0	0	3	3	0	0	0	0
hsa-miR-139-3p	60	94	112	34	111	29	58	26	53	40	72	16	22	26	49	31	70	32	62	63	158	67	32	71	177	116	19	25	28	27	35	39	31	23	58	44	28	45	44	63	50
hsa-miR-139-5p	58	88	66	11	81	21	83	8	61	35	98	17	17	25	88	29	66	22	20	36	51	14	31	34	30	23	19	21	29	20	25	37	27	21	38	29	35	103	22	30	34
hsa-miR-1-3p	25	13	23	20	34	15	15	21	20	17	39	5	8	8	5	6	1809	1510	730	28	71	30	26	32	56	69	12	10	6	9	8	12	6	7	150	55	11	49	36	5	1510
hsa-miR-140-3p	185	478	333	629	1084	104	536	144	266	180	391	170	124	211	180	172	290	160	345	164	307	159	112	133	743	556	113	191	645	162	154	352	208	138	295	425	218	180	192	853	317
