all_transcript_id	csFTA-10	csFTA-11	csFTA-12	csFTA-13	csFTA-15	csFTA-16	csFTA-17	csFTA-18	csFTA-1	csFTA-20	csFTA-23	csFTA-24	csFTA-2	csFTA-3	csFTA-4	csFTA-5	csFTA-6	csFTA-9	csFTC-10	csFTC-11	csFTC-12	csFTC-13	csFTC-14	csFTC-15	csFTC-16	csFTC-17	csFTC-18	csFTC-19	csFTC-1	csFTC-20	csFTC-21	csFTC-22	csFTC-2	csFTC-3	csFTC-4	csFTC-5	csFTC-6	csFTC-7	csFTC-8
hsa-miR-124-3p	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
hsa-miR-1244	0	0	0	0	0	0	2	0	0	11	0	0	0	7	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0
hsa-miR-1245a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1245b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1245b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-124-5p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-1246	93	49	208	16	100	13	30	28	87	135	21	39	153	304	305	20	178	60	73	29	17	23	52	487	20	286	36	31	17	70	2	19	255	153	188	58	31	373	101
hsa-miR-1247-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-1247-5p	0	0	1	2	1	1	0	1	1	7	0	0	4	1	5	0	0	0	0	1	1	2	1	1	1	1	0	1	2	2	0	1	3	4	4	1	2	7	0
hsa-miR-1248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1249-3p	0	0	0	0	0	0	1	0	3	0	0	0	0	3	2	0	0	0	0	0	0	0	0	1	0	2	0	0	0	2	0	0	2	0	5	0	1	8	0
hsa-miR-1249-5p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	2	0
hsa-miR-1250-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1250-5p	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1251-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1251-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-1252-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1252-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-1255a	3	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-1255b-2-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-1255b-5p	3	9	8	7	5	1	5	1	36	15	4	8	8	6	8	0	0	2	4	0	8	0	2	1	6	7	35	5	6	11	3	2	10	11	10	2	1	26	4
hsa-miR-1256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-125a-3p	0	0	0	0	0	1	1	1	1	0	1	0	3	1	1	0	1	0	0	1	0	0	1	2	1	4	3	0	0	0	0	1	2	1	0	0	0	1	0
hsa-miR-125a-5p	907	144	211	971	1017	44	149	148	117	550	72	81	209	230	262	27	68	67	905	138	121	50	120	113	120	587	1947	97	121	134	38	16	1012	187	1336	139	74	316	902
hsa-miR-125b-1-3p	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	6	0	0	0	0	1	0	2	0	1	0	2	1	0
hsa-miR-125b-2-3p	2	0	0	2	2	0	0	0	0	2	0	2	2	6	2	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	5	1	1	1	0	1	4
hsa-miR-125b-5p	426	29	83	487	432	65	146	107	83	496	52	97	150	375	268	28	45	35	383	61	53	31	37	48	169	165	758	76	69	42	50	18	476	330	597	74	23	145	671
hsa-miR-1260a	1	1	0	2	2	0	0	0	0	3	1	2	1	3	0	0	1	1	2	1	0	0	0	0	0	2	29	0	0	1	0	0	3	0	6	0	3	2	0
hsa-miR-1260b	1	0	0	1	0	0	1	1	2	5	1	1	2	3	1	1	0	0	0	1	0	0	2	0	0	6	74	0	0	1	0	0	1	1	5	1	1	2	0
hsa-miR-1261	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0
hsa-miR-1262	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1
hsa-miR-1263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-126-3p	10311	1043	1389	10986	10187	537	1142	1511	1875	3822	918	876	3606	2015	3006	491	1016	501	9567	1228	693	519	911	789	560	6946	14221	740	1683	1081	339	498	10139	1980	13399	1776	692	3078	10041
hsa-miR-1264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-126-5p	779	81	149	857	793	84	204	154	301	781	123	132	572	211	325	40	153	55	764	125	86	56	121	72	105	771	3448	153	183	135	50	68	792	207	973	222	66	679	784
hsa-miR-1266-3p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1266-5p	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
hsa-miR-1267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-1268a	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-1268b	1	0	0	0	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1
hsa-miR-1269a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1269b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1270	0	0	0	1	1	0	0	0	3	1	0	0	2	3	1	0	0	0	1	1	0	0	1	1	3	6	2	0	1	1	0	1	1	2	2	0	0	3	0
hsa-miR-1271-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1271-5p	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	7	0	0	0	0	0	0	0	0	0	0	2	0
hsa-miR-1272	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1273c	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1
hsa-miR-1273h-3p	1	0	0	1	1	0	0	0	2	1	0	1	0	0	5	2	0	0	3	3	0	0	0	0	0	15	95	0	3	0	0	0	1	0	2	0	0	0	1
hsa-miR-1273h-5p	6	0	1	8	6	0	0	0	0	1	0	0	0	0	0	0	0	0	9	0	0	0	1	0	0	2	5	0	1	0	0	0	4	1	3	0	0	0	6
hsa-miR-127-3p	6	1	0	4	3	0	2	1	2	3	0	1	3	2	2	0	2	1	5	11	3	0	1	3	3	41	148	0	2	1	1	0	0	1	11	3	0	1	3
hsa-miR-1275	7	0	0	1	5	0	0	0	3	1	0	0	0	0	1	0	2	0	3	1	3	0	1	0	1	1	22	1	1	0	0	0	2	0	5	0	2	0	3
hsa-miR-127-5p	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1277-3p	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	1	0	0	0	0
hsa-miR-1277-5p	2	1	0	2	4	0	2	0	7	0	0	2	7	4	5	0	0	0	1	0	0	0	0	0	0	5	26	0	0	0	1	0	4	2	2	5	0	1	4
hsa-miR-1278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1281	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0
hsa-miR-128-1-5p	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	1	0	0	0	0	6	0	0	0	1	0	2	0	0	0	0	0	0
hsa-miR-1282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-128-2-5p	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0
hsa-miR-1283	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2
hsa-miR-128-3p	39	14	16	44	49	17	9	13	77	94	24	26	70	54	62	9	23	13	47	29	11	11	15	31	20	138	1107	21	56	14	5	6	57	74	88	12	1	70	56
hsa-miR-1284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1285-3p	0	0	0	0	0	0	0	0	6	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	2	0
hsa-miR-1285-5p	2	0	0	3	4	0	0	0	0	3	0	0	0	0	0	0	1	1	3	0	0	0	0	0	0	0	4	0	1	0	0	0	7	1	0	0	0	0	3
hsa-miR-1286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1287-3p	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1287-5p	2	0	0	2	3	1	1	1	1	3	2	1	1	2	4	0	0	2	1	2	0	0	0	0	0	4	10	0	0	0	0	1	1	1	0	2	1	1	2
hsa-miR-1288-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1288-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1289	0	2	0	0	0	5	3	12	0	14	7	5	3	1	0	0	1	10	1	13	0	8	8	11	4	10	4	4	8	0	0	10	2	4	2	3	1	0	0
hsa-miR-1290	42	17	101	13	48	6	9	13	26	50	8	13	70	151	111	8	78	20	39	4	4	11	19	126	13	111	12	12	14	26	1	6	40	60	80	18	23	148	44
hsa-miR-1291	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0
hsa-miR-129-1-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-129-2-3p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-1292-3p	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
hsa-miR-1292-5p	2	0	0	2	4	0	1	1	1	5	2	1	1	1	0	0	2	0	2	0	0	0	1	0	1	6	20	1	1	0	0	0	1	1	1	0	0	5	2
hsa-miR-1293	2	1	1	0	2	0	1	0	0	3	0	0	1	1	0	0	8	1	1	0	0	1	0	3	0	0	1	0	1	0	0	0	0	1	1	0	0	7	2
hsa-miR-1294	4	3	1	6	4	2	0	0	13	5	6	5	8	11	3	0	2	1	3	3	1	0	0	1	1	12	17	0	3	6	0	0	3	9	6	0	2	21	11
hsa-miR-1295a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1
hsa-miR-1295b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1295b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-129-5p	0	0	4	0	0	0	1	0	1	0	0	0	0	0	1	0	0	2	0	0	0	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	0
hsa-miR-1296-3p	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
hsa-miR-1296-5p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	26	1	0	1	0	0	1	0	2	0	0	0	0
hsa-miR-1297	1	3	0	0	0	0	1	0	4	1	0	0	2	4	1	0	2	0	0	1	0	2	0	0	0	0	1	0	0	3	0	0	0	4	3	0	1	21	0
hsa-miR-1298-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1298-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-1299	0	0	0	0	0	1	1	1	0	3	1	0	0	3	0	0	0	0	0	0	1	0	0	0	0	1	7	1	1	0	1	1	0	1	0	0	2	0	1
hsa-miR-1301-3p	4	1	0	3	3	1	1	4	2	6	1	1	0	1	5	0	2	0	5	9	0	0	1	2	0	54	70	1	1	0	0	0	1	3	5	0	0	1	1
hsa-miR-1301-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-1302	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-1303	1	0	1	1	1	0	0	0	3	4	0	1	2	3	1	0	2	2	1	4	0	0	1	1	1	2	4	0	0	0	0	0	1	1	1	0	0	0	0
hsa-miR-1304-3p	1	0	1	0	1	0	1	0	3	4	0	1	0	1	0	0	0	2	1	0	0	0	0	0	1	7	89	0	0	0	0	0	2	3	1	0	0	3	3
hsa-miR-1304-5p	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	3	0
hsa-miR-1305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1306-3p	1	5	0	2	1	0	2	0	1	0	0	0	3	3	1	0	1	0	1	1	0	0	0	1	0	2	6	0	0	0	0	0	2	1	4	1	1	2	1
hsa-miR-1306-5p	6	11	13	13	3	6	12	8	28	46	12	16	29	17	27	0	9	5	8	18	3	2	7	5	15	57	140	7	17	11	3	1	16	20	31	7	3	38	13
hsa-miR-1307-3p	22	5	12	33	20	2	17	15	20	47	5	13	33	57	59	1	8	3	28	48	4	5	6	7	9	284	1084	2	19	11	1	1	35	16	44	14	10	42	38
hsa-miR-1307-5p	2	0	1	4	1	0	2	5	2	14	0	0	7	5	0	0	7	0	2	3	0	0	1	3	0	11	73	2	2	0	0	0	7	5	2	1	0	4	1
hsa-miR-130a-3p	7	2	5	20	10	4	6	8	25	51	3	9	15	7	13	4	6	3	7	13	2	3	2	8	6	69	189	11	15	3	3	1	11	20	20	10	7	31	9
hsa-miR-130a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-130b-3p	2	0	4	3	3	6	2	3	5	23	1	5	9	9	7	2	2	0	2	3	1	2	2	2	2	16	35	3	2	0	0	5	5	5	2	1	3	8	5
hsa-miR-130b-5p	2	0	0	3	2	0	1	0	0	0	0	0	1	1	0	0	0	1	2	2	0	0	0	0	0	4	7	0	0	0	0	0	1	0	0	0	0	0	3
hsa-miR-1321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-132-3p	7	0	2	6	5	0	0	2	1	1	1	0	8	3	1	1	3	1	5	1	0	0	1	1	0	7	18	0	0	0	0	0	11	2	2	4	0	6	6
hsa-miR-1324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-132-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0
hsa-miR-133a-3p	0	0	0	3	3	0	2	2	3	5	1	1	2	2	0	0	0	0	2	1	0	0	4	0	12	9	110	0	1	1	0	0	1	4	2	1	0	0	5
hsa-miR-133a-5p	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-133b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-1343-3p	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	3	0
hsa-miR-1343-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
hsa-miR-134-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-134-5p	0	2	0	2	0	0	2	2	2	6	1	1	1	2	0	0	2	3	0	11	0	0	1	2	2	70	81	0	1	0	1	0	3	1	8	1	0	3	2
hsa-miR-135a-2-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
hsa-miR-135a-3p	53	0	1	22	53	0	1	1	1	0	1	0	0	0	0	0	0	0	51	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	51
hsa-miR-135a-5p	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-135b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-135b-5p	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-136-3p	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-136-5p	2	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
hsa-miR-137-3p	1	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1
hsa-miR-137-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-138-1-3p	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0
hsa-miR-138-2-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-138-5p	1	0	0	2	3	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-139-3p	29	15	16	31	18	1	18	15	8	52	7	3	21	23	39	4	12	9	23	19	5	1	8	7	9	103	364	9	8	9	2	2	29	16	51	5	5	33	26
hsa-miR-139-5p	19	1	6	26	19	0	1	1	2	5	1	1	5	6	6	0	5	2	19	4	0	2	10	0	0	14	67	1	1	0	1	0	16	3	25	6	2	14	20
hsa-miR-1-3p	11	5	7	1105	15	1	0	1	6	6	6	8	2	41	4	4	18	7	8	2	2	1	5	2	26	9	11	1	2	1	3	12	19	5	18	23	0	6	6
hsa-miR-140-3p	145	51	33	173	146	29	51	49	148	428	37	55	141	104	124	18	53	24	132	42	48	16	26	36	41	335	2301	47	82	61	20	7	171	122	212	21	20	167	168
hsa-miR-140-5p	13	3	9	18	12	9	3	12	34	187	6	13	23	11	23	1	9	4	11	11	3	4	11	2	11	33	257	7	17	6	6	3	25	19	44	6	5	63	17
hsa-miR-141-3p	5	7	8	26	4	1	90	6	38	13	17	5	11	5	16	6	10	0	6	10	2	9	2	18	8	6	32	7	8	4	1	8	12	18	12	17	8	9	6
hsa-miR-141-5p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-142-3p	3233	265	334	3560	3292	117	161	138	283	532	86	196	413	303	749	83	422	188	3054	596	32	138	254	252	57	2482	548	105	119	393	54	79	1620	248	1394	264	246	1364	3119
hsa-miR-142-5p	672	119	130	802	704	142	185	175	761	1006	224	215	711	272	404	69	243	68	646	105	86	64	63	123	184	678	9094	237	407	185	73	51	686	476	693	160	92	925	743
hsa-miR-143-3p	71	31	83	91	79	10	119	44	68	221	36	56	92	43	123	17	67	12	63	30	44	21	29	27	68	155	676	123	49	40	60	42	118	116	226	62	39	241	70
hsa-miR-143-5p	0	0	0	0	0	0	3	2	1	1	3	0	1	1	1	0	0	0	0	0	2	0	1	0	0	3	3	0	2	1	0	1	1	1	0	0	0	5	0
hsa-miR-144-3p	62	16	11	56	67	19	19	17	154	234	24	27	134	47	77	2	82	11	58	13	6	4	18	24	9	81	111	32	25	37	18	1	104	84	84	12	12	207	78
hsa-miR-144-5p	39	8	3	46	40	8	15	6	33	52	5	7	42	16	16	1	18	2	23	6	8	1	6	4	5	18	14	9	5	21	4	1	38	18	75	11	8	75	47
hsa-miR-145-3p	0	0	1	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	1	0	0	1	1	0	0	0
hsa-miR-145-5p	2	0	2	4	3	0	7	11	3	21	1	4	6	0	10	0	3	7	5	8	0	2	7	5	2	13	49	2	9	3	2	5	6	3	8	6	2	8	4
hsa-miR-1468-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1468-5p	0	0	3	0	0	1	0	0	0	0	2	0	0	2	1	0	0	0	0	2	0	0	0	1	0	1	10	1	1	0	0	0	0	0	1	0	0	1	0
